134413,20664,1017,0,0,228903,150508,31254,9428,0,0,792,166603,3369,21671,
0,0,240858,102223,23784,174129,0,0,1242,118318,26949,228243,0,0,10673,
102763,17664,163659,0,0,119242,118858,2604,218598,0,0,186219,134953,236863,1467,
182425,202120,125934,0,0,202464,37362,4289,160466,0,0,47841,33602,194576,251300,
0,0,230302,48632,104738,210924,0,0,257275,227718,76198,29439,0,0,48954,
117544,178189,219694,0,0,34851,210179,98964,136785,0,0,162485,65084,129724,29113,
0,0,66283,187439,128794,90297,0,0,173061,166462,254209,95239,0,0,158386,
229861,209623,83712,0,0,187333,145573,211031,157889,0,0,212724,154819,207597,134512,
0,0,230401,26175,27799,215528,0,0,232128,173362,169674,89457,0,0,206935,
182425,202120,229078,0,0,119534,37362,4289,33674,0,0,252594,33602,194576,199714,
0,0,26757,48632,104738,1749,0,0,53722,227718,76198,38063,0,0,225728,
117544,178189,87864,0,0,157081,210179,98964,202876,0,0,158563,65084,129724,40483,
0,0,21430,187439,128794,72592,0,0,111291,166462,254209,65518,0,0,81057,
229861,209623,226734,0,0,106672,145573,211031,88381,0,0,171469,154819,207597,30996,
0,0,46537,26175,27799,68277,0,0,225109,173362,169674,237199,0,0,141528,
182425,202120,230847,0,0,222157,37362,4289,138288,0,0,176562,33602,194576,216097,
0,0,241809,48632,104738,97876,0,0,181632,227718,76198,34967,0,0,53002,
117544,178189,150016,0,0,147007,210179,98964,101453,0,0,80347,65084,129724,64673,
47520,161551,223622,0,0,191044,47835,161457,118117,0,0,192008,48150,160058,64156,
0,0,41140,46890,162099,160964,0,0,226418,47205,161510,37867,0,0,121473,
47520,160941,164465,0,0,202741,47835,162287,42088,0,0,163757,48150,160888,226649,
0,0,203471,46890,158099,81466,0,0,163343,47205,156835,204021,0,0,41206,
46170,159071,80586,0,0,89837,46485,156367,203701,0,0,80756,46800,159993,163241,
0,0,86586,45540,161539,249555,0,0,80266,45855,162405,89854,0,0,203541,
47520,161551,247449,0,0,10931,47835,161457,88148,0,0,246207,48150,160058,81641,
0,0,14204,46890,162099,188883,0,0,249186,47205,161510,12440,0,0,90445,
47520,160941,190281,0,0,182147,47835,162287,14558,0,0,190167,48150,160888,249273,
0,0,181704,46890,158099,112724,0,0,189480,47205,156835,182383,0,0,13997,
46170,159071,110131,0,0,72387,46485,156367,180110,0,0,111885,46800,159993,187764,
0,0,71113,45540,161539,20853,0,0,110897,45855,162405,70610,0,0,181276,
47520,161551,21219,0,0,65445,47835,161457,71616,0,0,21036,48150,160058,111663,
0,0,65738,46890,162099,124099,0,0,21402,47205,161510,65779,0,0,72119,
47520,160941,121091,0,0,230360,47835,162287,64632,0,0,124695,48150,160888,21585,
8956,118037,226643,0,0,152638,114914,113950,228995,0,0,174829,52901,206608,130730,
0,0,102971,99219,132135,253033,0,0,63335,214287,3726,254524,0,0,230274,
231664,225714,215170,0,0,233180,242018,84472,6783,0,0,106835,168340,203974,133450,
0,0,252000,227910,24120,30020,0,0,36328,80656,197877,199622,0,0,30154,
43291,115701,28480,0,0,199532,41019,23325,188531,0,0,165163,62010,158524,152554,
0,0,240348,256189,145778,33071,0,0,161972,145094,201810,77134,0,0,72616,
8956,118037,172363,0,0,105806,114914,113950,14110,0,0,40281,52901,206608,135433,
0,0,260821,99219,132135,140297,0,0,47916,214287,3726,29381,0,0,210427,
231664,225714,181066,0,0,59596,242018,84472,70803,0,0,136276,168340,203974,234036,
0,0,66389,227910,24120,11538,0,0,228557,80656,197877,259352,0,0,95496,
43291,115701,44038,0,0,152824,41019,23325,105834,0,0,188904,62010,158524,252495,
0,0,87776,256189,145778,131876,0,0,87348,145094,201810,155808,0,0,422,
8956,118037,173828,0,0,193779,114914,113950,79444,0,0,142303,52901,206608,152400,
0,0,118220,99219,132135,51960,0,0,233085,214287,3726,232327,0,0,93597,
231664,225714,107969,0,0,30764,242018,84472,53929,0,0,234874,168340,203974,65806,
10284,216581,190894,0,0,173437,10360,215841,127554,0,0,115336,10436,213736,87002,
0,0,249427,10492,213291,26832,0,0,189448,10568,215731,250313,0,0,125286,
10264,216081,26349,0,0,62784,10340,214831,248346,0,0,26688,10416,212771,187807,
0,0,62871,10382,216526,83775,0,0,25815,10458,216746,62925,0,0,247070,
10184,213511,84796,0,0,136281,10230,214961,62622,0,0,84383,10306,214851,25086,
0,0,138447,10512,214421,140341,0,0,85944,10588,214386,136884,0,0,63108,
10284,216581,143236,0,0,200451,10360,215841,138615,0,0,142486,10436,213736,85697,
0,0,200761,10492,213291,188245,0,0,141856,10568,215731,201551,0,0,136413,
10264,216081,187759,0,0,229984,10340,214831,199581,0,0,188197,10416,212771,140086,
0,0,229738,10382,216526,205687,0,0,186931,10458,216746,230056,0,0,198011,
10184,213511,205130,0,0,249985,10230,214961,227935,0,0,206031,10306,214851,184603,
0,0,251413,10512,214421,1575,0,0,206554,10588,214386,249544,0,0,228697,
10284,216581,1605,0,0,87669,10360,215841,251692,0,0,1590,10436,213736,206388,
0,0,89023,10492,213291,127503,0,0,1620,10568,215731,88346,0,0,250381,
10264,216081,129627,0,0,190501,10340,214831,89700,0,0,128565,10416,212771,1635,
130354,150480,204893,0,0,233921,88250,164711,211401,0,0,160979,120680,64691,250152,
0,0,25098,65450,221523,112459,0,0,135847,130044,47634,28627,0,0,239940,
47790,231244,215906,0,0,101450,184758,39929,99905,0,0,220108,183184,92188,118699,
0,0,25038,134774,104458,171345,0,0,131379,179362,61636,95953,0,0,39593,
248664,52825,236023,0,0,142338,132068,79609,167053,0,0,147679,199076,202751,35135,
0,0,107527,13236,247623,182739,0,0,243375,104654,110806,129555,0,0,224935,
130354,150480,131695,0,0,64677,88250,164711,209572,0,0,224842,120680,64691,55858,
0,0,136239,65450,221523,104233,0,0,10618,130044,47634,8614,0,0,247888,
47790,231244,152394,0,0,2537,184758,39929,101800,0,0,152263,183184,92188,114781,
0,0,155193,134774,104458,47989,0,0,214704,179362,61636,2133,0,0,260574,
248664,52825,98724,0,0,4926,132068,79609,186057,0,0,1519,199076,202751,61173,
0,0,173972,13236,247623,43244,0,0,106019,104654,110806,256972,0,0,155448,
130354,150480,174888,0,0,137623,88250,164711,64568,0,0,161059,120680,64691,253961,
0,0,110504,65450,221523,133346,0,0,141026,130044,47634,187161,0,0,90728,
47790,231244,125370,0,0,162443,184758,39929,113221,0,0,141996,183184,92188,110644,
