17065,13585,9721,35516,55259,44913,22866,18434,13436,9614,35243,54859,29759,
12505,8739,36062,56059,45629,36375,17256,12356,9828,35789,55659,45271,23099,
8953,35425,55858,46345,37007,28845,12654,8846,35152,56459,45987,36691,17447,
35971,56658,46242,37002,29393,22323,9060,35698,56258,45884,37323,29119,12803,
57458,46958,37634,29486,22514,16809,36244,57058,46600,37318,29212,22555,9167,
176667,0,0,235836,43781,252055,27843,0,0,192291,179176,174209,208788,
83040,53935,0,0,175165,189299,59867,85243,0,0,123100,186972,57386,
113792,92494,131913,0,0,32417,122491,171495,109419,0,0,23070,201638,
76860,260704,125941,25605,0,0,17997,207677,238713,117542,0,0,68522,
41848,83967,123533,202455,174841,0,32571,73277,221252,153852,217708,0,223790,
162953,163457,23257,2393,166205,98779,217899,81450,176088,45302,20162,202100,241626,
33789,239259,153877,47331,217709,232872,181815,188982,4040,170874,222370,249584,260106,
86109,105959,182081,239007,238484,38129,78979,170951,83308,33352,237340,247774,93689,
120947,213209,37827,259300,42335,193569,120617,157303,29613,95374,99834,73664,187333,
251013,164691,11430,244993,231719,12737,118257,100963,99427,3789,185662,148248,223397,
223427,43099,153084,208671,261697,204503,258119,213233,214485,244402,110751,39880,134903,
227169,23838,174948,141058,208644,163306,88321,248220,174245,6227,194780,249983,165789,
224483,211970,256156,244114,256075,234943,1258,48087,260135,193991,39659,950,37442,
48169,0,0,47658,21992,33614,58951,0,0,57522,22242,33993,41952,
38855,29881,0,0,31869,22311,48587,38479,0,0,39159,21742,59411,
30549,22667,15961,0,0,32889,39231,30215,22375,0,0,25281,49005,
21951,16461,23951,16965,0,0,29401,22959,16211,23730,0,0,37943,
15843,23457,17323,11429,6711,0,22243,15593,24172,17144,11292,0,29735,
23899,16927,11131,6901,3275,825,16093,23678,16748,11566,6806,3222,22535,
17285,11405,6701,3173,847,42441,24120,17106,11268,6606,3328,836,16343,
11679,6891,3279,843,41378,59871,17464,11542,6796,3226,832,42930,24341,
6613,3385,865,42356,58763,47577,11166,6986,3332,854,41867,58303,16811,
3205,783,43334,59683,48413,38319,6708,3152,876,42845,59223,47995,11303,
805,42193,58666,49249,39071,30069,3258,794,41704,60143,48831,38695,6803,
43171,59586,48330,38250,30737,22827,816,42682,59126,47912,39447,30403,3311,
60506,49166,39002,30014,22202,16593,43660,60046,48748,38626,29680,23119,827,
67991,0,0,85281,45855,188644,150343,0,0,33344,34580,133333,99520,
221468,58039,0,0,207278,146940,114667,3839,0,0,33007,66006,29230,
149564,107162,154297,0,0,74335,58387,207115,27479,0,0,69006,130838,
112356,50772,74465,211205,0,0,164569,154301,162837,239282,0,0,115306,
81584,145555,121293,129939,210405,0,152627,9133,147336,222592,201328,0,171274,
31221,5197,198117,154101,44293,30583,164891,98794,34016,119778,64682,3956,249618,
164605,70879,153085,51515,14401,166964,139495,171846,190768,130158,228838,254788,234934,
152765,56251,213025,76947,249136,227817,42207,213431,17608,103332,258860,216890,220673,
45351,223941,257819,34888,66383,238113,249173,65759,146009,169190,137162,112272,249677,
129113,84791,227426,112141,93527,87969,148005,70771,141191,187301,260670,199736,132245,
149391,68091,43596,56095,73605,18419,193059,97981,195413,39434,81015,209080,224011,
20961,220430,160700,167426,126300,158066,212813,170748,40417,228659,99636,44763,52737,
237571,123874,154516,218414,232631,202807,246414,116331,45131,37851,124823,52574,259374,
